Id,SalePrice
1554,116788.12788041396
1555,162820.3736633278
1556,98357.05434678037
1557,125771.28042710401
1558,88482.17046102272
1559,110900.86544788473
1560,151016.09952186898
1561,134938.49428563192
1562,123019.43905643815
1563,128509.19340627301
1564,164180.36160619726
1565,153669.18730731754
1566,202785.13686096127
1567,82899.46764200985
1568,223741.21633378297
1569,137073.6615337622
1570,110521.70346138538
1571,125398.22476033524
1572,145503.56816828324
1573,247366.24468177732
1574,111598.27246150834
1575,211243.50574014251
1576,210366.98017842032
1577,204077.72282337735
1578,151764.85450100625
1579,139700.03691003172
1580,188540.7665090515
1581,139629.35207636966
1582,128664.7393490146
1583,322901.80462041916
1584,231182.81077936615
1585,140079.22307269045
1586,72417.23509408174
1587,101527.88956354345
1588,148500.60063128802
1589,97949.03106841032
1590,128924.55826747551
1591,107667.01122748564
1592,120868.00510107566
1593,116473.68108712407
1594,120185.62198610019
1595,116460.45801054871
1596,237072.65419415032
1597,157605.87622147214
1598,184722.384078767
1599,185400.55232084464
1600,184660.61344436448
1601,64943.37224898653
1602,99787.65414679778
1603,86802.71800403885
1604,282412.82038053387
1605,248175.58119103804
1606,169396.4265804171
1607,154786.90151758716
1608,210999.8767693873
1609,199692.46689761916
1610,148030.1321528001
1611,146186.16291517636
1612,153073.70561864384
1613,161259.05053788825
1614,120087.3742075525
1615,88356.58705080509
1616,82368.62192512996
1617,88060.69398797187
1618,125615.43629898044
1619,134137.57437350278
1620,142246.76327883333
1621,140808.83684827728
1622,150479.69812305874
1623,294807.6327396488
1624,207458.39663296306
1625,128715.30039956885
1626,168262.29808682346
1627,188744.00201768958
1628,291718.06897810625
1629,173685.00856028678
1630,331547.23164477845
1631,213567.18283799445
1632,260146.71935939312
1633,170610.04292353016
1634,181672.50148220707
1635,177810.06001420086
1636,165543.03196536226
1637,176181.11492121813
1638,212517.52690596087
1639,176244.89198594558
1640,247336.9788344415
1641,182454.50892012022
1642,216969.29854563833
1643,226361.50519258526
1644,223550.4811135887
1645,178020.01001939827
1646,154040.29887898162
1647,158675.9435362722
1648,140753.5776049096
1649,137946.31205012058
1650,123948.29393460337
1651,122979.08359273107
1652,97009.43456468933
1653,98756.00039225572
1654,154676.9304039852
1655,156600.39845351106
1656,151580.46017126
1657,153184.33877371578
1658,154685.05489858525
1659,145801.74002615144
1660,144041.45266304858
1661,446479.18841866776
1662,385316.1332278911
1663,366916.9613947063
1664,457186.90376650775
1665,314111.51034522976
1666,338802.78880116635
1667,347104.48149201594
1668,330182.76431462885
1669,304064.41280692007
1670,338683.2839990925
1671,271001.0673757104
1672,469287.1880646472
1673,293923.99382270244
1674,254320.85065004008
1675,189115.7538126543
1676,189419.74637829183
1677,217569.15473135165
1678,475406.4816382354
1679,361769.8953172998
1680,313142.1668165621
1681,237386.1825014995
1682,309617.0594966671
1683,188677.0010783188
1684,178455.7769851875
1685,175075.572602552
1686,170829.46186080348
1687,170232.7511480795
1688,185717.56250365183
1689,187906.98520760247
1690,185528.880333061
1691,177864.45121418132
1692,272271.7994070411
1693,169565.80175800275
1694,183992.80364219932
1695,172243.52881311576
1696,288564.02438905113
1697,171756.0522931964
1698,336072.35404495837
1699,306608.66468628845
1700,233009.1614974313
1701,268375.00477895647
1702,250851.16262748797
1703,252162.09657385736
1704,290966.45543694426
1705,244011.61985059848
1706,441340.63524540846
1707,213806.3462136081
1708,214674.46376439597
1709,284541.5665764424
1710,218746.7872388693
1711,264469.8158707617
1712,260018.5938991931
1713,251071.96159686949
1714,224216.15453474733
1715,196616.57312434725
1716,173299.66285349018
1717,167932.08488071605
1718,147085.27799623116
1719,208049.827911413
1720,245226.45344570102
1721,166916.5344725106
1722,144148.47301916586
1723,157341.45305596356
1724,205511.10209118327
1725,227416.90644738317
1726,185565.39482038698
1727,173094.7142888577
1728,193171.89892105642
1729,166177.85717351502
1730,151074.11509741214
1731,123680.93472485265
1732,131938.52941290048
1733,125743.96156026663
1734,132298.93606170706
1735,132610.62581531063
1736,115292.09403912464
1737,357562.84033065196
1738,219744.4275835055
1739,264838.61476735334
1740,185613.46052548997
1741,175605.05634938952
1742,170634.4855926079
1743,172179.6638942366
1744,304508.9788715688
1745,246800.0939261258
1746,263437.6120867761
1747,211977.1728517073
1748,200200.96591119267
1749,161143.5832574408
1750,151212.82380608917
1751,224012.4812831021
1752,125560.95885972597
1753,137815.17877467797
1754,210208.8625329154
1755,167399.95043732095
1756,122187.0098756731
1757,122160.77139434464
1758,147107.69856190516
1759,161849.6071458763
1760,162462.9141573642
1761,153669.88801154288
1762,164214.58993983502
1763,161681.94573151023
1764,118317.48289004744
1765,159748.36023493507
1766,168730.74215289907
1767,199903.88183716033
1768,140097.21827456204
1769,164028.77395925752
1770,140343.2337549516
1771,135007.7542694958
1772,140353.90875889134
1773,139607.6235823628
1774,129263.77035370705
1775,135093.3193737497
1776,111597.8945285619
1777,121912.84360060126
1778,133160.0248111612
1779,111663.3851391049
1780,181632.96490326352
1781,132151.34133416697
1782,94678.62368678223
1783,131846.7924473133
1784,91017.72487498706
1785,113968.17499985047
1786,140771.9598938971
1787,160749.53472989838
1788,58427.679745734065
1789,93506.9370094523
1790,74175.48877574514
1791,161344.67374898095
1792,152860.11827577365
1793,132422.28652937704
1794,139106.92104923053
1795,137051.62148243922
1796,111364.09401470395
1797,119889.29764229982
1798,127078.0626983243
1799,110095.35872698617
1800,114912.56778816498
1801,134583.57010113922
1802,148033.62553638517
1803,148079.73414128483
1804,141525.21017387917
1805,136296.20936980456
1806,117097.01911122426
1807,139825.47692324483
1808,119940.68540248605
1809,121613.38756778753
1810,136389.1180132951
1811,102723.99316399755
1812,117332.79570186671
1813,124427.45134900109
1814,98398.08395011513
1815,56821.04394044734
1816,97647.85802649122
1817,112213.47106109117
1818,125693.31680939379
1819,118578.75704738562
1820,82230.67450600605
1821,114771.07589981348
1822,139205.1629294514
1823,56849.693607297864
1824,124843.82622647006
1825,131606.05746308801
1826,99081.19047168242
1827,110719.35757895555
1828,136340.49748848422
1829,106469.63676259063
1830,135921.28086288314
1831,176594.8074549326
1832,105304.75526119577
1833,142201.79194280924
1834,122624.01077949551
1835,173569.75600610403
1836,124628.38467577382
1837,105350.89976667507
1838,135239.06400865054
1839,89331.68595650377
1840,166199.58840622712
1841,146021.51619016464
1842,90499.41182552294
1843,140101.31861598714
1844,127191.0799913767
1845,134367.98189395707
1846,155997.22993153206
1847,140481.2268872433
1848,61512.57814033742
1849,115782.3005157054
1850,130749.4953981241
1851,144978.5744967682
1852,124456.67258162498
1853,133372.65177901828
1854,181845.16915838057
1855,147066.58662387097
1856,232306.09707276337
1857,151235.0834140203
1858,135096.27573007665
1859,120718.61265398486
1860,153395.07025412293
1861,120382.26358067393
1862,266668.11815398425
1863,258701.17878749012
1864,258701.17878749012
1865,331652.5588486957
1866,333070.8726698348
1867,230835.19450219904
1868,308347.16940952314
1869,198166.74911390926
1870,226798.7098679971
1871,254521.50775352612
1872,173932.9237941448
1873,233552.73062340452
1874,134139.65770481588
1875,206172.9633643103
1876,191228.65850247515
1877,204476.99770411008
1878,197628.47544361942
1879,133655.76074964987
1880,135983.34931655016
1881,237426.7230873528
1882,261595.34036966338
1883,194461.67626312442
1884,213270.89014263568
1885,253120.2840480468
1886,308076.9037511097
1887,200145.99729437593
1888,273842.2782281434
1889,167776.36729789453
1890,131112.24466296882
1891,135160.37787023987
1892,111528.73158726924
1893,136485.97204953083
1894,130053.08787002446
1895,143671.9596462041
1896,129390.88647476814
1897,118700.26510083479
1898,108367.37972887403
1899,132731.46767859845
1900,153911.9881526081
1901,158716.53708932168
1902,138386.32974813064
1903,223142.81955979325
1904,136644.44620505674
1905,173703.80794819506
1906,144886.16203103523
1907,183096.27111756775
1908,107947.2688334702
1909,138376.56540780477
1910,126047.38735460614
1911,189912.4467664048
1912,268051.725218887
1913,129570.30871432068
1914,68426.56540129558
1915,318642.31359320844
1916,58100.283382298265
1917,262308.9580104265
1918,134357.97317757655
1919,159238.70340746618
1920,150326.29973123127
1921,424914.58349166426
1922,317837.3779588482
1923,195175.23150032014
1924,235893.28007387053
1925,223718.00130943654
1926,381830.800603754
1927,137908.47994839092
1928,154882.38917325647
1929,126716.4114033305
1930,112909.5138222016
1931,138574.3615503499
1932,138930.387414835
1933,170011.2368314042
1934,178712.63171642975
1935,176545.48488975025
1936,190094.6926808376
1937,182908.34070013283
1938,167253.28809097438
1939,263055.5518398134
1940,199510.3363846755
1941,177654.16855124367
1942,192795.40675594658
1943,198644.3985171999
1944,315279.7566534664
1945,373562.6538958913
1946,145815.6359999548
1947,309159.75542913686
1948,158347.22906394317
1949,246934.55305487808
1950,182799.00306831216
1951,273671.21447427606
1952,241519.88198628527
1953,167743.445456961
1954,206047.3571254126
1955,134217.32871101156
1956,280760.45955531305
1957,157968.03834563645
1958,328946.6150057824
1959,139593.96134029384
1960,116853.675555362
1961,119760.49879740909
1962,98357.5415748029
1963,103087.11131183109
1964,116681.73008206439
1965,153989.9496125911
1966,153415.20491196035
1967,284364.8301793349
1968,386633.6414077604
1969,387013.1393459113
1970,433331.65647112083
1971,415137.0455347744
1972,351681.9960070856
1973,277727.6939998288
1974,316621.89916242537
1975,453254.87594855216
1976,275436.03137859784
1977,339355.0906305647
1978,352999.76542023564
1979,328417.669125637
1980,196200.77768063106
1981,342195.8549566687
1982,227777.48936113823
1983,217277.21997496515
1984,168629.742448773
1985,203946.153399413
1986,205772.65054534317
1987,190959.34056752303
1988,178650.25626704213
1989,187097.56025663554
1990,221208.15726789398
1991,220818.44622247535
1992,213521.1367642792
1993,176376.33509091078
1994,241101.63925895785
1995,179881.69655012013
1996,262039.5334587353
1997,335145.2877741537
1998,338771.94840151415
1999,245694.1664617079
2000,299269.340295836
2001,269376.2871569478
2002,239736.61398616424
2003,250311.77397812306
2004,264861.61026843486
2005,228322.99056041517
2006,216726.04028350353
2007,249543.53061488632
2008,210349.132818713
2009,189609.1405070905
2010,189515.18808512244
2011,152770.36315530902
2012,178511.66904767673
2013,181729.98436364258
2014,188570.6703621877
2015,195957.90282461033
2016,189797.76646704832
2017,210766.49038229667
2018,125523.65660249062
2019,132724.10495754384
2020,123823.63786147126
2021,118670.1348567649
2022,175913.5490470496
2023,156187.58904765674
2024,222786.44567080017
2025,321178.64072484156
2026,181396.956143395
2027,151638.87336008536
2028,150416.8768122788
2029,168601.4581358792
2030,281345.21639284166
2031,230328.37250392532
2032,240743.49575737715
2033,261279.71181201522
2034,163935.27360667856
2035,202916.8981689289
2036,182822.23283467352
2037,183508.23559113208
2038,274330.84069015237
2039,205658.4921232249
2040,412431.8958291633
2041,250833.20515416277
2042,201546.32793842247
2043,166952.40507646193
2044,166646.85353322027
2045,229477.45710733425
2046,136335.69853362817
2047,148345.0782674672
2048,131404.00545571226
2049,134226.58024513238
2050,176609.54378933244
2051,103282.58542002662
2052,139506.65879211016
2053,146317.56014696826
2054,87879.12060814221
2055,159245.56864321904
2056,127911.79076541374
2057,128343.05072598073
2058,205408.9327794569
2059,131484.40750728734
2060,164480.56681613286
2061,166757.7751195699
2062,138499.22921459802
2063,112670.15726591903
2064,141103.71150237607
2065,124599.81192395026
2066,158736.45504413106
2067,120180.36124894183
2068,131610.60146289723
2069,86337.35715835715
2070,109884.17082265577
2071,91229.02757852117
2072,132236.43772544203
2073,140207.19461786933
2074,183615.0408850111
2075,140269.6098841662
2076,121861.52526919158
2077,151712.85233285502
2078,131440.74026333838
2079,133121.67150303937
2080,114492.43008437232
2081,129392.31710121487
2082,130190.16932511915
2083,143568.20001005693
2084,112907.70488510797
2085,133861.47889025163
2086,101427.00476840696
2087,121629.77491626845
2088,112670.04888234411
2089,94427.87269309959
2090,126547.85093200761
2091,122999.05684093073
2092,124263.59813236368
2093,132042.53113472578
2094,144029.61409898658
2095,138780.33095598308
2096,88003.42011425222
2097,98687.13756677444
2098,143764.35913305325
2099,49337.76605395998
2100,103072.92672447876
2101,124556.85118920838
2102,146614.50121068544
2103,100653.68152796222
2104,128623.69919928533
2105,122414.97191738253
2106,69968.01204774129
2107,239396.79813844094
2108,116290.56629518319
2109,113049.66634017252
2110,119233.93752930786
2111,151390.54076350224
2112,133374.7717174616
2113,115340.22329945747
2114,112638.61875720814
2115,144035.43809280754
2116,112846.11720943484
2117,137698.7381250622
2118,119442.54454381304
2119,111013.64202178626
2120,111050.07144731826
2121,113337.19450188962
2122,101150.67544036325
2123,89635.19904123679
2124,188572.86458763733
2125,127846.32278159198
2126,159702.99035792841
2127,145661.21012140662
2128,122976.32569901948
2129,97569.32971037722
2130,141120.56967077043
2131,144271.2586500714
2132,115089.34690416307
2133,113111.64136072632
2134,119414.4503156424
2135,94487.59721260518
2136,73828.1573793799
2137,115060.96445646352
2138,137398.99650209467
2139,152220.88485557324
2140,137251.55611160272
2141,126016.05666915528
2142,140870.25484480103
2143,140549.46817135342
2144,110838.96776926276
2145,134703.08695627554
2146,140110.1713300145
2147,150889.66094571707
2148,131572.71221071968
2149,138370.27260208517
2150,231141.2567904828
2151,143061.34092895922
2152,165151.12991160565
2153,156864.6356554033
2154,119419.42803238698
2155,137639.91153516932
2156,226340.66286428238
2157,243231.9091674693
2158,232462.019516476
2159,218927.29574371374
2160,171760.65032000953
2161,242274.64454365562
2162,439704.5111161489
2163,341708.52025425935
2164,241652.62595806163
2165,170718.0029403999
2166,142811.73485247142
2167,201550.19998949845
2168,211366.99282147156
2169,195771.36001351711
2170,221043.27107187614
2171,135196.85853811455
2172,140350.05376511932
2173,159524.43856320326
2174,236948.56254805063
2175,307199.5969152107
2176,344732.2435832741
2177,251165.39044151094
2178,217983.93222960987
2179,142909.20560520265
2180,167323.19979391148
2181,198084.18005363477
2182,231826.18481688094
2183,193622.5793936175
2184,139106.53291513294
2185,124733.97287130637
2186,144902.01655189437
2187,144766.39220267217
2188,157820.50954155732
2189,164769.3864249328
2190,80921.31187889898
2191,90214.03964154536
2192,100991.48682634381
2193,101597.5602602515
2194,104023.46913922383
2195,116833.76172092411
2196,103666.4557607636
2197,115858.66577266036
2198,157212.07468523586
2199,156237.0433322432
2200,125337.23068621418
2201,143866.16984594258
2202,195666.6629175319
2203,149049.48949587846
2204,169905.9194901992
2205,117228.22932707203
2206,125762.8072767746
2207,214505.49664148645
2208,230248.44977589088
2209,181284.10128671434
2210,117767.87098736527
2211,115862.75676982339
2212,111582.4824393105
2213,107468.65245339494
2214,133597.5186981533
2215,99996.24999996847
2216,147909.91687790886
2217,55148.043172894446
2218,91267.44870335571
2219,80054.93731721328
2220,85164.88527050221
2221,316610.84120061004
2222,254478.87778073203
2223,287274.7043148172
2224,223840.62274813018
2225,132754.9380253889
2226,176900.92580184064
2227,198911.19088525683
2228,270697.46779861796
2229,238812.8125743667
2230,149806.75417922233
2231,216964.58881380662
2232,180286.1116081133
2233,177911.84868764775
2234,246337.52081563353
2235,199132.94294949787
2236,277705.7426634505
2237,342648.10804138554
2238,203976.42367084968
2239,135752.39904137794
2240,158574.91903009047
2241,149845.8374688291
2242,137204.90213110388
2243,134061.39850439018
2244,96309.99041559831
2245,92741.14588523579
2246,149152.85498119463
2247,105332.4109017349
2248,124131.57301867675
2249,126491.74446945293
2250,139623.41388072766
2251,119190.91565751306
2252,171701.84552827146
2253,157832.5712423177
2254,177767.95470951457
2255,189268.81852613314
2256,180547.96499031107
2257,191945.4212174428
2258,172212.95581000202
2259,179351.82905668239
2260,148086.97287331594
2261,182675.98369359487
2262,205684.54342568625
2263,330765.88400184765
2264,407859.66770209785
2265,157916.41168018713
2266,285629.89158705866
2267,334534.6305114245
2268,361493.33400416566
2269,162167.7424892092
2270,185822.7097899552
2271,244718.51184943278
2272,206606.5594332037
2273,164517.7448260729
2274,177870.21190774874
2275,160057.55219157066
2276,167386.8890849516
2277,173475.47606849778
2278,150324.1412910153
2279,119460.77399463856
2280,116005.41317757693
2281,177099.51076398877
2282,178705.13841571446
2283,101259.86272113225
2284,110233.74042307888
2285,154487.87506114482
2286,129585.12009454587
2287,339737.945198888
2288,268040.8908629457
2289,354396.7713039808
2290,435431.5798082233
2291,307842.57403088507
2292,407085.4619440308
2293,484097.0355331151
2294,401336.5483487127
2295,454463.5153972951
2296,273755.96597909054
2297,317894.8076145853
2298,327549.96864835947
2299,353808.63429841393
2300,326590.85567227966
2301,272822.48690902645
2302,235413.75074223315
2303,248514.92480553626
2304,244698.51937184637
2305,180602.84170405057
2306,182348.57263850293
2307,188573.65136315048
2308,223611.96753775649
2309,281565.09187475377
2310,218652.02149091207
2311,196180.63318365277
2312,175391.6892625759
2313,174959.48123309526
2314,170062.8380299896
2315,172710.47280117535
2316,184071.77642968163
2317,182766.43870493604
2318,174511.26142502102
2319,180070.60590456202
2320,185680.81448614085
2321,235096.3039099197
2322,171818.74828860417
2323,183679.41039480476
2324,162466.26441516646
2325,222022.13400181464
2326,169647.65221683803
2327,215959.32228406623
2328,224135.10424728555
2329,184257.085707692
2330,177204.4337893364
2331,327364.61117556726
2332,412228.78933339677
2333,314315.3765465232
2334,267697.9850076481
2335,268833.25293129706
2336,328272.6749511548
2337,203584.5047925789
2338,264167.7093944007
2339,241748.38892141054
2340,382894.03738683456
2341,219425.99653332913
2342,241694.3240733061
2343,221181.82707955665
2344,238951.0895383086
2345,233418.5182562285
2346,208301.81161191157
2347,198174.82171351323
2348,225895.81805075097
2349,153483.92290854285
2350,280148.3029564655
2351,249798.154493706
2352,254967.03124522194
2353,204420.8776362949
2354,138087.72016322007
2355,164772.31908394714
2356,155866.70611425108
2357,199346.7387979307
2358,198340.22494562127
2359,129419.27270725608
2360,121570.82059948858
2361,136136.1567409509
2362,279475.931401496
2363,144974.56368881883
2364,151623.1990362908
2365,212677.74998486415
2366,186794.92674602228
2367,236494.3284794541
2368,201248.9556777106
2369,230701.63928582869
2370,168644.12328589542
2371,165599.73886755307
2372,170582.1314434561
2373,269969.8187977837
2374,293408.23132104403
2375,253200.02336827453
2376,272169.3623884328
2377,334064.9240872288
2378,134102.58420100075
2379,190259.70292223344
2380,141851.6128015936
2381,166071.71391624157
2382,183971.16832963185
2383,219689.46065492672
2384,238327.0276490465
2385,151144.13490389875
2386,140394.83595004914
2387,132271.65154768055
2388,102116.52706096908
2389,126783.30040474051
2390,143392.45914434982
2391,132700.5631197251
2392,112912.29408886045
2393,164520.98052429222
2394,144238.66920330987
2395,182808.18112491208
2396,148543.89769153323
2397,200259.6636325653
2398,125303.64727217807
2399,61842.94878028701
2400,66308.38522642218
2401,114076.81087806005
2402,137470.41296018584
2403,134478.00695025493
2404,147307.17182645548
2405,160639.70040459395
2406,134511.03902910842
2407,128318.31826912054
2408,134600.28990495598
2409,139690.38629662083
2410,163295.7365911577
2411,122080.19806643542
2412,158273.26636265058
2413,138771.20608978288
2414,136713.70004718026
2415,131986.72625552883
2416,126060.3826090255
2417,128043.57177785209
2418,125810.82131616116
2419,130348.74887712851
2420,128150.45883356668
2421,146244.8909268427
2422,116780.9851357297
2423,126338.71562828108
2424,149993.25683381886
2425,152706.78381717287
2426,125984.52132920721
2427,142151.59423672673
2428,166447.25111321392
2429,115858.51768480784
2430,130498.74643668166
2431,109638.8252363513
2432,135324.03747376814
2433,140639.26032142265
2434,139678.01347525476
2435,150219.50182070845
2436,100876.73033418135
2437,113023.25675355703
2438,117592.53180617615
2439,110419.74040465907
2440,123487.10009112449
2441,105955.09295321413
2442,107835.62430028584
2443,112128.81272906614
2444,125771.8500390812
2445,89265.63361845275
2446,119269.67777127364
2447,180645.97978436368
2448,132658.1917564414
2449,114282.89320873842
2450,147363.80898649764
2451,120878.12688582634
2452,207974.97504940434
2453,96584.41592926263
2454,117542.78715402652
2455,102395.00209667212
2456,137380.67243726118
2457,116409.3497967175
2458,112852.5288995376
2459,110548.64895924075
2460,135941.6429624355
2461,118086.2597347571
2462,132019.78851787047
2463,121081.67458165271
2464,139351.67127349268
2465,135604.11674630866
2466,115738.10869195056
2467,163217.22119949255
2468,90317.1821183708
2469,87892.47879859654
2470,160085.19060573902
2471,205264.55148472261
2472,152774.63616751938
2473,121699.71077988796
2474,96621.96814266467
2475,222157.75904406767
2476,114761.49015548608
2477,131432.2448084489
2478,161233.1316520113
2479,107297.74162174598
2480,130437.75938049574
2481,124093.962587933
2482,130638.93201478566
2483,117523.78708543819
2484,122659.84166378227
2485,125595.29928053227
2486,150691.34361741284
2487,168381.68494722954
2488,160743.925296734
2489,149364.73784266753
2490,150730.56948703525
2491,82383.21529462683
2492,180228.74263242632
2493,143528.55894177538
2494,165604.76351631834
2495,98162.95078571478
2496,205836.2845802134
2497,148278.55514443514
2498,117548.20225071232
2499,88154.75492952147
2500,129116.5449827205
2501,135054.75743177024
2502,150180.23414593888
2503,106868.94037907379
2504,182009.45187592588
2505,223861.59657881616
2506,250733.4754244385
2507,292354.56979928515
2508,251948.8023696971
2509,218323.71324598658
2510,226836.12407758995
2511,186594.6422239812
2512,217544.46365467543
2513,220567.8053632195
2514,191882.869273544
2515,148074.35755214788
2516,163111.45882638427
2517,133811.34419009945
2518,148241.49772432758
2519,229374.19962193727
2520,209440.09909942307
2521,191816.83207164044
2522,230523.558871988
2523,133684.33824841143
2524,140653.7924254362
2525,143497.646923306
2526,140301.74085433938
2527,107645.94113381002
2528,128683.91989646413
2529,131232.53994842106
2530,108394.42074922382
2531,249212.12681880483
2532,230509.9270256682
2533,198981.5001604336
2534,245187.40465880715
2535,294517.70787745895
2536,239874.5484499385
2537,222429.07699832556
2538,186400.0039147476
2539,188396.01412700184
2540,178537.64408016813
2541,184575.61533477425
2542,161580.0740070513
2543,126685.3052964762
2544,128073.21718223988
2545,135894.80567484917
2546,143013.15886015847
2547,134368.28307035478
2548,143623.9713392444
2549,159098.56028444765
2550,308527.9570263525
2551,137811.25616968423
2552,122497.73795052677
2553,90086.82927798694
2554,118939.12811929305
2555,110307.9295246554
2556,106063.16194136697
2557,118676.6010865228
2558,151287.3566873817
2559,133731.87391095335
2560,127327.19866205541
2561,149581.68866696348
2562,117441.71581098468
2563,144283.8985485021
2564,172328.2124552236
2565,125800.54932127777
2566,140069.18822398255
2567,138371.16847730795
2568,180486.9760598352
2569,186946.91075121748
2570,114725.41617825306
2571,163007.49022043703
2572,174551.1284494487
2573,234072.0868350634
2574,266063.9303134987
2575,124245.733440934
2576,132870.1215374678
2577,148338.2159546217
2578,100954.20813712964
2579,69186.80711386488
2580,137975.46248998583
2581,129918.42327718467
2582,119393.37439224854
2583,279571.971006437
2584,155754.17731940188
2585,171992.8071182681
2586,202965.42642597956
2587,193433.03336358044
2588,147417.37308918257
2589,141628.12510186053
2590,231091.91874885006
2591,184391.26054052907
2592,227024.03645886088
2593,252799.92210514907
2594,179625.46842330726
2595,210232.37465801937
2596,314857.7562524632
2597,174872.48655554862
2598,269452.08886748354
2599,325771.0635015675
2600,129407.03571197209
2601,124061.12962426912
2602,87166.37316030497
2603,96870.6034816303
2604,87314.85801585492
2605,84367.2765610189
2606,142333.69700377068
2607,177369.2270733867
2608,200959.58724202658
2609,166192.20098688704
2610,120188.93507711944
2611,146830.0097839782
2612,151463.8857907406
2613,129265.28785901793
2614,130160.04391615615
2615,148859.09029732615
2616,136982.3562313873
2617,168493.35294885325
2618,174816.3992359394
2619,223453.64818098355
2620,180832.1093890848
2621,182667.03853402066
2622,186849.2500331713
2623,255366.72796566423
2624,261954.07730783187
2625,300217.43221637735
2626,164648.47453987665
2627,180922.1215026513
2628,421824.3168738899
2629,487399.5076100966
2630,337766.30026303953
2631,437765.5479910968
2632,417448.67538919236
2633,311365.99069481884
2634,396579.4683888089
2635,148139.74319358313
2636,189787.88861525035
2637,161553.50037552562
2638,255043.5076514346
2639,181367.43223929973
2640,152338.7629920956
2641,104267.66729837804
2642,187234.57679639148
2643,102067.09056161574
2644,137268.46709957224
2645,101546.61951697459
2646,94535.6945711532
2647,98425.69690082296
2648,136508.99416243992
2649,138485.15389320347
2650,151584.94185319476
2651,155059.09489878238
2652,429212.3036475786
2653,253635.9317853649
2654,249261.09006670152
2655,369965.97469682404
2656,332462.97342489974
2657,322181.22543799935
2658,279350.1284558054
2659,295164.3817854951
2660,309149.5711350533
2661,349515.4642231319
2662,349474.3426020151
2663,275666.65841103194
2664,281792.6436369858
2665,323965.93249312515
2666,292664.3371935566
2667,168804.15982546704
2668,182233.99659797535
2669,175958.7995332359
2670,286865.4778424041
2671,183001.69766846296
2672,177946.72343332795
2673,204047.78232239856
2674,201528.11353115045
2675,173532.29784005863
2676,186733.50492796025
2677,194385.7517808379
2678,260541.06483082264
2679,282569.6584319119
2680,268537.39172285947
2681,426831.23270364566
2682,336612.3536805328
2683,495556.23343031574
2684,302913.2748415428
2685,344276.8520368731
2686,259721.41919128312
2687,320363.1366702344
2688,223709.82014935027
2689,203946.1852382011
2690,429369.5105568453
2691,186703.00390007417
2692,147251.47803688305
2693,192839.31508113432
2694,145823.0160697869
2695,189844.4750954414
2696,187335.33322751438
2697,189911.35828397507
2698,202252.82376497326
2699,180867.16239129863
2700,166226.33206897808
2701,155235.48073875744
2702,107603.85095101681
2703,134213.6290603903
2704,141173.89719180943
2705,129583.46283281897
2706,118902.5805515346
2707,122471.183846102
2708,135999.51792377344
2709,116816.16733728531
2710,125596.36612121275
2711,290223.02135688026
2712,360923.8547119525
2713,173536.50476722736
2714,150434.33049020416
2715,169490.36983787658
2716,167369.78390188262
2717,177548.1080708316
2718,234705.10708392545
2719,155214.39209159862
2720,170000.57515879843
2721,142560.14899948996
2722,156955.59331885792
2723,142733.03538960093
2724,129922.4969579539
2725,139235.96254940686
2726,144304.07754301062
2727,166587.15046598445
2728,165400.54560597034
2729,151949.1842772284
2730,145587.98966568656
2731,122228.9769768824
2732,119399.11130383314
2733,161400.6962776965
